courseName,courseLetter,courseNumber,Item,ItemType,,CourseName,CourseLetter,CourseNumber
MTK 231,MTK,231,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 231,MTK,231,MTK 320,Prereq,,,,
MTK 231,MTK,231,MTK 330,Prereq,,,,
MTK 300,MTK,300,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 300,MTK,300,MTK 301,Prereq,,,,
MTK 301,MTK,301,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 301,MTK,301,MTK 400,Prereq,,,,
MTK 320,MTK,320,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 320,MTK,320,MTK 330,Prereq,,,,
MTK 330,MTK,330,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 330,MTK,330,MTK 400,Prereq,,,,
MTK 400,MTK,400,"Contemporary & Popular Music, BM checksheet",Program,,,,
MTK 400,MTK,400,MTK 420,Prereq,,,,
MUH 103,MUH,103,American Studies Minor checksheet,Program,,,,
MUH 105,MUH,105,AME 105,CrossList,,,,
MUH 105,MUH,105,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUH 117,MUH,117,American Studies Minor checksheet,Program,,,,
MUH 160,MUH,160,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUH 190,MUH,190,"Optional Women's, Gender, and Sexuality Studies Concentration checksheet",Program,,,,
MUH 190,MUH,190,WGS 190,CrossList,,,,
MUH 190,MUH,190,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
MUH 302,MUH,302,WGS 302,CrossList,,,,
MUH 333,MUH,333,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUH 333,MUH,333,MUS 435W,Prereq,,,,
MUH 333,MUH,333,Music Minor checksheet,Program,,,,
MUH 334,MUH,334,American Studies Minor checksheet,Program,,,,
MUH 334,MUH,334,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUH 334,MUH,334,MUS 435W,Prereq,,,,
MUH 334,MUH,334,Music Minor checksheet,Program,,,,
MUS 100,MUS,100,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 100,MUS,100,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 101,MUS,101,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 101,MUS,101,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 101,MUS,101,MUS 102,Prereq,,,,
MUS 101,MUS,101,MUS 271,Prereq,,,,
MUS 101,MUS,101,Music Minor checksheet,Program,,,,
MUS 102,MUS,102,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 102,MUS,102,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 102,MUS,102,MUS 203,Prereq,,,,
MUS 102,MUS,102,MUS 221,Prereq,,,,
MUS 102,MUS,102,MUS 262,Prereq,,,,
MUS 102,MUS,102,MUS 263,Prereq,,,,
MUS 102,MUS,102,MUS 264,Prereq,,,,
MUS 102,MUS,102,MUS 265,Prereq,,,,
MUS 102,MUS,102,MUS 266,Prereq,,,,
MUS 111,MUS,111,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 111,MUS,111,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 111,MUS,111,MUS 112,Prereq,,,,
MUS 112,MUS,112,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 112,MUS,112,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 112,MUS,112,MUS 213,Prereq,,,,
MUS 115,MUS,115,MUS 315A,Prereq,,,,
MUS 115,MUS,115,MUS 315B,Prereq,,,,
MUS 115,MUS,115,MUS 402,Prereq,,,,
MUS 122,MUS,122,MTK 210,Prereq,,,,
MUS 122,MUS,122,Music Technology Certificate checksheet,Program,,,,
MUS 141,MUS,141,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 141,MUS,141,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 141,MUS,141,MUS 315A,Prereq,,,,
MUS 141,MUS,141,MUS 315B,Prereq,,,,
MUS 141,MUS,141,MUS 345,Prereq,,,,
MUS 141,MUS,141,MUS 402,Prereq,,,,
MUS 141,MUS,141,Music Minor checksheet,Program,,,,
MUS 141,MUS,141,Music Technology Certificate checksheet,Program,,,,
MUS 151,MUS,151,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 151,MUS,151,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 151,MUS,151,MUS 355,Prereq,,,,
MUS 151,MUS,151,Music Business Minor checksheet,Program,,,,
MUS 151,MUS,151,Music Minor checksheet,Program,,,,
MUS 181,MUS,181,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 181,MUS,181,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 182,MUS,182,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 182,MUS,182,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 203,MUS,203,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 203,MUS,203,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 203,MUS,203,MUS 204,Prereq,,,,
MUS 204,MUS,204,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 204,MUS,204,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 213,MUS,213,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 213,MUS,213,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 213,MUS,213,MUS 214,Prereq,,,,
MUS 214,MUS,214,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 214,MUS,214,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 221,MUS,221,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 221,MUS,221,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 221,MUS,221,MUS 463,Prereq,,,,
MUS 262,MUS,262,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 263,MUS,263,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 264,MUS,264,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 265,MUS,265,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 270,MUS,270,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 270,MUS,270,Music Business Minor checksheet,Program,,,,
MUS 270,MUS,270,Music Technology Certificate checksheet,Program,,,,
MUS 271,MUS,271,"Contemporary & Popular Music, AS checksheet",Program,,,,
MUS 271,MUS,271,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 271,MUS,271,MUS 221,Prereq,,,,
MUS 300,MUS,300,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 303,MUS,303,AME 303,CrossList,,,,
MUS 303,MUS,303,American Studies Minor checksheet,Program,,,,
MUS 303,MUS,303,ENG 303,CrossList,,,,
MUS 303,MUS,303,WGS 303,CrossList,,,,
MUS 303,MUS,303,"Women, Gender & Sexuality Studies, Minor checksheet",Program,,,,
MUS 323,MUS,323,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 323,MUS,323,MUS 324,Prereq,,,,
MUS 345,MUS,345,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 345,MUS,345,MUS 315A,Prereq,,,,
MUS 345,MUS,345,MUS 315B,Prereq,,,,
MUS 345,MUS,345,MUS 346,Prereq,,,,
MUS 345,MUS,345,MUS 402,Prereq,,,,
MUS 346,MUS,346,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 346,MUS,346,MUS 447,Prereq,,,,
MUS 355,MUS,355,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 362,MUS,362,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 362,MUS,362,"Liberal Studies, BA checksheet",Program,,,,
MUS 402,MUS,402,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 435W,MUS,435W,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 447,MUS,447,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 447,MUS,447,MUS 448,Prereq,,,,
MUS 448,MUS,448,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 463,MUS,463,"Contemporary & Popular Music, BM checksheet",Program,,,,
MUS 495,MUS,495,Music Business Minor checksheet,Program,,,,
NUR 220,NUR,220,NUR 224,Coreq,,,,
NUR 220,NUR,220,NUR 303,Prereq,,,,
NUR 220,NUR,220,NUR 305,Prereq,,,,
NUR 220,NUR,220,NUR 306,Prereq,,,,
NUR 220,NUR,220,NUR 310,Prereq,,,,
NUR 220,NUR,220,NUR 311,Prereq,,,,
NUR 220,NUR,220,NUR 326,Prereq,,,,
NUR 220,NUR,220,NUR 332,Prereq,,,,
NUR 220,NUR,220,NUR 335,Prereq,,,,
NUR 220,NUR,220,NUR 351,Prereq,,,,
NUR 220,NUR,220,NUR 352,Prereq,,,,
NUR 220,NUR,220,NUR 420,Prereq,,,,
NUR 220,NUR,220,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 220,NUR,220,PHI 351,Prereq,,,,
NUR 220,NUR,220,POS 420,Prereq,,,,
NUR 224,NUR,224,NUR 220,Coreq,,,,
NUR 224,NUR,224,NUR 303,Prereq,,,,
NUR 224,NUR,224,NUR 305,Prereq,,,,
NUR 224,NUR,224,NUR 306,Prereq,,,,
NUR 224,NUR,224,NUR 310,Prereq,,,,
NUR 224,NUR,224,NUR 311,Prereq,,,,
NUR 224,NUR,224,NUR 326,Prereq,,,,
NUR 224,NUR,224,NUR 332,Prereq,,,,
NUR 224,NUR,224,NUR 335,Prereq,,,,
NUR 224,NUR,224,NUR 351,Prereq,,,,
NUR 224,NUR,224,NUR 352,Prereq,,,,
NUR 224,NUR,224,NUR 420,Prereq,,,,
NUR 224,NUR,224,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 224,NUR,224,PHI 351,Prereq,,,,
NUR 224,NUR,224,POS 420,Prereq,,,,
NUR 225,NUR,225,CIS 225,CrossList,,,,
NUR 225,NUR,225,DSC 225,CrossList,,,,
NUR 225,NUR,225,"Data Science, BS checksheet",Program,,,,
NUR 225,NUR,225,"Data Science, PBS checksheet",Program,,,,
NUR 225,NUR,225,Health Informatics Certificate checksheet,Program,,,,
NUR 225,NUR,225,NUR 220,Prereq,,,,
NUR 225,NUR,225,NUR 224,Prereq,,,,
NUR 225,NUR,225,NUR 310,Prereq,,,,
NUR 225,NUR,225,NUR 311,Prereq,,,,
NUR 225,NUR,225,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 225,NUR,225,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 250,NUR,250,NUR 312,Prereq,,,,
NUR 250,NUR,250,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 301,NUR,301,NUR 355,Coreq,,,,
NUR 301,NUR,301,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 303,NUR,303,NUR 310,Coreq,,,,
NUR 303,NUR,303,NUR 311,Coreq,,,,
NUR 303,NUR,303,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 304,NUR,304,NUR 301,Prereq,,,,
NUR 304,NUR,304,NUR 326,Prereq,,,,
NUR 304,NUR,304,NUR 332,Prereq,,,,
NUR 304,NUR,304,NUR 333,Prereq,,,,
NUR 304,NUR,304,NUR 335,Prereq,,,,
NUR 304,NUR,304,NUR 351,Prereq,,,,
NUR 304,NUR,304,NUR 352,Prereq,,,,
NUR 304,NUR,304,NUR 355,Coreq,,,,
NUR 304,NUR,304,NUR 389,Prereq,,,,
NUR 304,NUR,304,NUR 420,Prereq,,,,
NUR 304,NUR,304,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 304,NUR,304,PHI 351,Prereq,,,,
NUR 304,NUR,304,POS 420,Prereq,,,,
NUR 305,NUR,305,NUR 303,Coreq,,,,
NUR 305,NUR,305,NUR 306,Coreq,,,,
NUR 305,NUR,305,NUR 310,Coreq,,,,
NUR 305,NUR,305,NUR 311,Coreq,,,,
NUR 305,NUR,305,NUR 312,Prereq,,,,
NUR 305,NUR,305,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 306,NUR,306,NUR 303,Coreq,,,,
NUR 306,NUR,306,NUR 305,Coreq,,,,
NUR 306,NUR,306,NUR 310,Coreq,,,,
NUR 306,NUR,306,NUR 311,Coreq,,,,
NUR 306,NUR,306,NUR 312,Prereq,,,,
NUR 306,NUR,306,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 310,NUR,310,NUR 303,Coreq,,,,
NUR 310,NUR,310,NUR 311,Coreq,,,,
NUR 310,NUR,310,NUR 312,Prereq,,,,
NUR 310,NUR,310,NUR 315,Prereq,,,,
NUR 310,NUR,310,NUR 333,Prereq,,,,
NUR 310,NUR,310,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 311,NUR,311,NUR 303,Coreq,,,,
NUR 311,NUR,311,NUR 310,Coreq,,,,
NUR 311,NUR,311,NUR 312,Prereq,,,,
NUR 311,NUR,311,NUR 315,Prereq,,,,
NUR 311,NUR,311,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 312,NUR,312,NUR 315,Coreq,,,,
NUR 312,NUR,312,NUR 396,Prereq,,,,
NUR 312,NUR,312,NUR 412,Prereq,,,,
NUR 312,NUR,312,NUR 415,Prereq,,,,
NUR 312,NUR,312,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 315,NUR,315,NUR 312,Coreq,,,,
NUR 315,NUR,315,NUR 412,Prereq,,,,
NUR 315,NUR,315,NUR 415,Prereq,,,,
NUR 315,NUR,315,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 326,NUR,326,NUR 312,Prereq,,,,
NUR 326,NUR,326,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 326,NUR,326,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 331,NUR,331,Embodied Social Justice Certificate checksheet,Program,,,,
NUR 331,NUR,331,Embodied Social Justice Minor checksheet,Program,,,,
NUR 331,NUR,331,INT 331,CrossList,,,,
NUR 332,NUR,332,Embodied Social Justice Certificate checksheet,Program,,,,
NUR 332,NUR,332,Embodied Social Justice Minor checksheet,Program,,,,
NUR 351,NUR,351,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
NUR 351,NUR,351,PHI 351,CrossList,,,,
NUR 351,NUR,351,Philosophy Minor checksheet,Program,,,,
NUR 352,NUR,352,NUR 356,Coreq,,,,
NUR 352,NUR,352,NUR 357,Prereq,,,,
NUR 352,NUR,352,NUR 412,Prereq,,,,
NUR 352,NUR,352,NUR 415,Prereq,,,,
NUR 352,NUR,352,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 352,NUR,352,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 355,NUR,355,NUR 356,Prereq,,,,
NUR 355,NUR,355,NUR 357,Coreq,,,,
NUR 355,NUR,355,NUR 450,Coreq,,,,
NUR 355,NUR,355,NUR 450W,Coreq,,,,
NUR 355,NUR,355,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 355,NUR,355,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 356,NUR,356,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 357,NUR,357,NUR 450,Coreq,,,,
NUR 357,NUR,357,NUR 450W,Coreq,,,,
NUR 357,NUR,357,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 410W,NUR,410W,NUR 450,Coreq,,,,
NUR 410W,NUR,410W,NUR 450W,Coreq,,,,
NUR 410W,NUR,410W,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 410W,NUR,410W,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
NUR 412,NUR,412,NUR 355,Prereq,,,,
NUR 412,NUR,412,NUR 414,Coreq,,,,
NUR 412,NUR,412,NUR 415,Coreq,,,,
NUR 412,NUR,412,NUR 450,Prereq,,,,
NUR 412,NUR,412,NUR 450W,Prereq,,,,
NUR 412,NUR,412,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 414,NUR,414,NUR 412,Coreq,,,,
NUR 414,NUR,414,NUR 415,Coreq,,,,
NUR 414,NUR,414,NUR 450,Prereq,,,,
NUR 414,NUR,414,NUR 450W,Prereq,,,,
NUR 414,NUR,414,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 415,NUR,415,NUR 412,Coreq,,,,
NUR 415,NUR,415,NUR 414,Coreq,,,,
NUR 415,NUR,415,NUR 450,Prereq,,,,
NUR 415,NUR,415,NUR 450W,Prereq,,,,
NUR 415,NUR,415,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 420,NUR,420,American Studies Minor checksheet,Program,,,,
NUR 420,NUR,420,POS 420,CrossList,,,,
NUR 420,NUR,420,"Public Administration 2+2, BS checksheet",Program,,,,
NUR 420,NUR,420,"Public Administration, BS checksheet",Program,,,,
NUR 450,NUR,450,"Nursing (4-Year), BSN checksheet",Program,,,,
NUR 499W,NUR,499W,NUR 499W,Prereq,,,,
NUR 499W,NUR,499W,"Nursing (RN-BSN Completion), BSN checksheet",Program,,,,
PHI 103,PHI,103,COM 305,Prereq,,,,
PHI 103,PHI,103,PHI 294,Prereq,,,,
PHI 103,PHI,103,PHI 362,Prereq,,,,
PHI 103,PHI,103,PHI 394,Prereq,,,,
PHI 103,PHI,103,PHI 494,Prereq,,,,
PHI 103,PHI,103,Philosophy Minor checksheet,Program,,,,
PHI 135,PHI,135,Philosophy Minor checksheet,Program,,,,
PHI 250,PHI,250,"Accounting, BSBA checksheet",Program,,,,
PHI 250,PHI,250,Domestic Public Service Certificate checksheet,Program,,,,
PHI 250,PHI,250,Forensic Science Certificate checksheet,Program,,,,
PHI 250,PHI,250,Human Resource Management Certificate checksheet,Program,,,,
PHI 250,PHI,250,Human Resource Management Minor checksheet,Program,,,,
PHI 250,PHI,250,"Management, BSBA checksheet",Program,,,,
PHI 250,PHI,250,National Security Certificate checksheet,Program,,,,
PHI 250,PHI,250,PHI 362,Prereq,,,,
PHI 250,PHI,250,Philosophy Minor checksheet,Program,,,,
PHI 340,PHI,340,EDU 340,CrossList,,,,
PHI 340,PHI,340,Education Studies Minor checksheet,Program,,,,
PHI 340,PHI,340,Philosophy Minor checksheet,Program,,,,
PHI 351,PHI,351,"Holocaust, Genocide & Human Rights Studies Minor checksheet",Program,,,,
PHI 351,PHI,351,NUR 351,CrossList,,,,
PHI 351,PHI,351,Philosophy Minor checksheet,Program,,,,
PHI 362,PHI,362,Philosophy Minor checksheet,Program,,,,
PHI 450,PHI,450,Philosophy Minor checksheet,Program,,,,
PHI 550,PHI,550,ART 610,Coreq,,,,
PHI 550,PHI,550,"Data Visualization, Graduate Certificate checksheet",Program,,,,
PHY 115,PHY,115,ARC 221,Coreq,,,,
PHY 115,PHY,115,ARC 322,Prereq,,,,
PHY 115,PHY,115,AVI 450,Prereq,,,,
PHY 115,PHY,115,"Architecture, B.Arch checksheet",Program,,,,
PHY 115,PHY,115,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
PHY 115,PHY,115,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
PHY 115,PHY,115,"Biology MLT 2+2, BA checksheet",Program,,,,
PHY 115,PHY,115,"Biology, BA (Pre-Med Track) checksheet",Program,,,,
PHY 115,PHY,115,"Biology, BA checksheet",Program,,,,
PHY 115,PHY,115,"Secondary Education, BS checksheet",Program,,,,
PHY 116,PHY,116,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
PHY 116,PHY,116,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
PHY 116,PHY,116,"Biology MLT 2+2, BA checksheet",Program,,,,
PHY 116,PHY,116,"Biology, BA (Pre-Med Track) checksheet",Program,,,,
PHY 116,PHY,116,"Biology, BA checksheet",Program,,,,
PHY 116,PHY,116,"Secondary Education, BS checksheet",Program,,,,
POS 101,POS,101,"Accounting, BSBA checksheet",Program,,,,
POS 101,POS,101,American Studies Minor checksheet,Program,,,,
POS 101,POS,101,Domestic Service Certificate checksheet,Program,,,,
POS 101,POS,101,HUS 389,Prereq,,,,
POS 101,POS,101,International Service Certificate checksheet,Program,,,,
POS 101,POS,101,"Management, BSBA checksheet",Program,,,,
POS 101,POS,101,POS 383,Prereq,,,,
POS 101,POS,101,"Public Administration 2+2, BS checksheet",Program,,,,
POS 101,POS,101,"Public Administration, AS checksheet",Program,,,,
POS 101,POS,101,"Public Administration, BS checksheet",Program,,,,
POS 101,POS,101,"Public Administration, PBS checksheet",Program,,,,
POS 101,POS,101,"Secondary Education, BS checksheet",Program,,,,
POS 101,POS,101,Social Science Minor checksheet,Program,,,,
POS 101,POS,101,"Social Science, AA checksheet",Program,,,,
POS 101,POS,101,"Social Science, BA checksheet",Program,,,,
POS 223,POS,223,"Accounting, BSBA checksheet",Program,,,,
POS 223,POS,223,Advanced Criminal Justice Management Certificate checksheet,Program,,,,
POS 223,POS,223,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
POS 223,POS,223,"Aviation-Unmanned Aircraft Systems Concentration, BS checksheet",Program,,,,
POS 223,POS,223,BUA 223,CrossList,,,,
POS 223,POS,223,BUA 259W,Prereq,,,,
POS 223,POS,223,BUA 303,Prereq,,,,
POS 223,POS,223,BUA 350,Prereq,,,,
POS 223,POS,223,BUA 361,Prereq,,,,
POS 223,POS,223,BUA 362,Prereq,,,,
POS 223,POS,223,BUA 365,Prereq,,,,
POS 223,POS,223,BUA 420,Prereq,,,,
POS 223,POS,223,Business Administration Minor checksheet,Program,,,,
POS 223,POS,223,"Business Administration, AS checksheet",Program,,,,
POS 223,POS,223,"Business Administration, PBS checksheet",Program,,,,
POS 223,POS,223,CIS 303,Prereq,,,,
POS 223,POS,223,CIS 470,Prereq,,,,
POS 223,POS,223,"Computer Information Systems, AS checksheet",Program,,,,
POS 223,POS,223,"Computer Information Systems, BS checksheet",Program,,,,
POS 223,POS,223,"Cybersecurity, AS checksheet",Program,,,,
POS 223,POS,223,"Cybersecurity, BS checksheet",Program,,,,
POS 223,POS,223,"Data Science, BS checksheet",Program,,,,
POS 223,POS,223,Fraud Examination Certificate checksheet,Program,,,,
POS 223,POS,223,Human Resource Management Certificate checksheet,Program,,,,
POS 223,POS,223,Human Resource Management Minor checksheet,Program,,,,
POS 223,POS,223,"Information & Library Science, AS checksheet",Program,,,,
POS 223,POS,223,"Information & Library Science, BS checksheet",Program,,,,
POS 223,POS,223,International Public Service Certificate checksheet,Program,,,,
POS 223,POS,223,International Service Certificate checksheet,Program,,,,
POS 223,POS,223,JUS 223,CrossList,,,,
POS 223,POS,223,Management Emphasis checksheet,Program,,,,
POS 223,POS,223,Management Information Systems Concentration checksheet,Program,,,,
POS 223,POS,223,"Management, BSBA checksheet",Program,,,,
POS 223,POS,223,NUR 420,Prereq,,,,
POS 223,POS,223,POS 354,Prereq,,,,
POS 223,POS,223,POS 361,Prereq,,,,
POS 223,POS,223,POS 362,Prereq,,,,
POS 223,POS,223,POS 365,Prereq,,,,
POS 223,POS,223,POS 405,Prereq,,,,
POS 223,POS,223,POS 420,Prereq,,,,
POS 223,POS,223,"Public Administration 2+2, BS checksheet",Program,,,,
POS 223,POS,223,Public Administration Minor checksheet,Program,,,,
POS 223,POS,223,"Public Administration, AS checksheet",Program,,,,
POS 223,POS,223,"Public Administration, BS checksheet",Program,,,,
POS 223,POS,223,"Public Administration, PBS checksheet",Program,,,,
POS 223,POS,223,Small Business Management Minor checksheet,Program,,,,
POS 223,POS,223,"Veterinary Technology, BS checksheet",Program,,,,
POS 234,POS,234,Advocacy Minor checksheet,Program,,,,
POS 234,POS,234,American Studies Minor checksheet,Program,,,,
POS 234,POS,234,Domestic Public Service Certificate checksheet,Program,,,,
POS 234,POS,234,Domestic Service Certificate checksheet,Program,,,,
POS 234,POS,234,National Security Certificate checksheet,Program,,,,
POS 234,POS,234,POS 370,Prereq,,,,
POS 234,POS,234,"Public Administration 2+2, BS checksheet",Program,,,,
POS 234,POS,234,"Public Administration, AS checksheet",Program,,,,
POS 234,POS,234,"Public Administration, BS checksheet",Program,,,,
POS 234,POS,234,"Public Administration, PBS checksheet",Program,,,,
POS 245,POS,245,American Studies Minor checksheet,Program,,,,
POS 290,POS,290,"Public Administration 2+2, BS checksheet",Program,,,,
POS 290,POS,290,Public Administration Minor checksheet,Program,,,,
POS 290,POS,290,"Public Administration, AS checksheet",Program,,,,
POS 290,POS,290,"Public Administration, BS checksheet",Program,,,,
POS 290,POS,290,"Public Administration, PBS checksheet",Program,,,,
POS 319,POS,319,American Studies Minor checksheet,Program,,,,
POS 319,POS,319,JUS 319,CrossList,,,,
POS 354,POS,354,"Accounting, BSBA checksheet",Program,,,,
POS 354,POS,354,"Public Administration 2+2, BS checksheet",Program,,,,
POS 354,POS,354,Public Administration Minor checksheet,Program,,,,
POS 354,POS,354,"Public Administration, BS checksheet",Program,,,,
POS 354,POS,354,"Public Administration, PBS checksheet",Program,,,,
POS 361,POS,361,"Accounting, BSBA checksheet",Program,,,,
POS 361,POS,361,BUA 361,CrossList,,,,
POS 361,POS,361,Business Administration Minor checksheet,Program,,,,
POS 361,POS,361,Human Resource Management Certificate checksheet,Program,,,,
POS 361,POS,361,Human Resource Management Minor checksheet,Program,,,,
POS 361,POS,361,"Justice Studies, BS checksheet",Program,,,,
POS 361,POS,361,"Justice Studies, PBS checksheet",Program,,,,
POS 361,POS,361,"Management, BSBA checksheet",Program,,,,
POS 361,POS,361,"Public Administration 2+2, BS checksheet",Program,,,,
POS 361,POS,361,Public Administration Minor checksheet,Program,,,,
POS 361,POS,361,"Public Administration, AS checksheet",Program,,,,
POS 361,POS,361,"Public Administration, BS checksheet",Program,,,,
POS 361,POS,361,"Public Administration, PBS checksheet",Program,,,,
POS 361,POS,361,"Veterinary Technology, BS checksheet",Program,,,,
POS 362,POS,362,BUA 362,CrossList,,,,
POS 362,POS,362,Business Administration Minor checksheet,Program,,,,
POS 362,POS,362,Human Resource Management Certificate checksheet,Program,,,,
POS 362,POS,362,Human Resource Management Minor checksheet,Program,,,,
POS 362,POS,362,"Management, BSBA checksheet",Program,,,,
POS 362,POS,362,"Public Administration 2+2, BS checksheet",Program,,,,
POS 362,POS,362,"Public Administration, BS checksheet",Program,,,,
POS 362,POS,362,"Public Administration, PBS checksheet",Program,,,,
POS 365,POS,365,"Accounting, BSBA checksheet",Program,,,,
POS 365,POS,365,"Aviation-Flight Instructor Concentration, BS checksheet",Program,,,,
POS 365,POS,365,BUA 365,CrossList,,,,
POS 365,POS,365,Business Administration Minor checksheet,Program,,,,
POS 365,POS,365,"Business Administration, AS checksheet",Program,,,,
POS 365,POS,365,"Computer Information Systems, BS checksheet",Program,,,,
POS 365,POS,365,"Cybersecurity, BS checksheet",Program,,,,
POS 365,POS,365,Human Resource Management Certificate checksheet,Program,,,,
POS 365,POS,365,Human Resource Management Minor checksheet,Program,,,,
POS 365,POS,365,"Information & Library Science, BS checksheet",Program,,,,
POS 365,POS,365,Leadership Concentration checksheet,Program,,,,
POS 365,POS,365,Management Emphasis checksheet,Program,,,,
POS 365,POS,365,"Management, BSBA checksheet",Program,,,,
POS 365,POS,365,Music Business Minor checksheet,Program,,,,
POS 365,POS,365,"Public Administration 2+2, BS checksheet",Program,,,,
POS 365,POS,365,"Public Administration, BS checksheet",Program,,,,
POS 365,POS,365,"Public Administration, PBS checksheet",Program,,,,
POS 365,POS,365,"Veterinary Technology, BS checksheet",Program,,,,
POS 370,POS,370,"Public Administration 2+2, BS checksheet",Program,,,,
POS 370,POS,370,Public Administration Minor checksheet,Program,,,,
POS 370,POS,370,"Public Administration, AS checksheet",Program,,,,
POS 370,POS,370,"Public Administration, BS checksheet",Program,,,,
POS 370,POS,370,"Public Administration, PBS checksheet",Program,,,,
POS 383,POS,383,Advocacy Minor checksheet,Program,,,,
